Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
07-07-2016,35.33,84.31,16.95,44.35,34.22,12.06,0.84,5.07,25.24,81,Satisfactory
08-07-2016,40.64,92.73,28.48,52.89,47.01,11.91,1.07,6.57,16.24,112,Moderate
09-07-2016,33.25,77.65,23.32,45.37,39.49,12.77,1,8.79,18.38,81,Satisfactory
10-07-2016,26.64,69.68,11.03,36.51,26,12.82,0.88,9.97,27.98,81,Satisfactory
11-07-2016,23.92,70.52,13.89,39.01,29.35,12.46,0.89,9.72,24.73,79,Satisfactory
12-07-2016,28.42,84.49,11.59,42.76,29.47,13.49,1.09,8.99,27.01,79,Satisfactory
13-07-2016,35.71,75.77,13.83,48.4,33.88,13.12,1.07,9.33,28.83,90,Satisfactory
14-07-2016,37.09,98.23,14.05,49.9,34.78,13.3,1.09,9.28,33.36,93,Satisfactory
15-07-2016,43.67,103.08,12.1,49.19,32.98,13.52,1.02,6.74,26.01,112,Moderate
16-07-2016,44.76,111.15,10.93,47.01,31.05,13.58,1.1,4.76,33.86,104,Moderate
17-07-2016,41.11,94.44,12.29,48.83,32.94,13.17,1.1,7.73,29.34,102,Moderate
18-07-2016,46.5,96.07,14.93,49.36,35.16,13.99,1.09,11.05,39.16,95,Satisfactory
19-07-2016,33.54,80.51,33.45,65.03,56.61,8.69,1.9,11.57,28.7,127,Moderate
20-07-2016,11.98,103.34,22.54,37.86,35.25,16.1,0.95,19.13,67.74,135,Moderate
23-07-2016,27.32,83.02,6.98,37.5,23.47,14.76,0.78,18.54,47.74,105,Moderate
25-07-2016,22.75,58.38,11.05,37.72,26.61,16.37,0.79,25.13,32.89,84,Satisfactory
26-07-2016,23.34,80.58,32.99,58.13,52.91,13.21,1.34,31.7,42.77,155,Moderate
27-07-2016,24.49,66.8,24.2,43.69,39.32,15.34,0.94,35.21,28.28,138,Moderate
28-07-2016,21.85,68.36,26.31,31.72,34.93,12.91,0.98,28.09,18.39,78,Satisfactory
29-07-2016,23.4,81.96,15.24,29.87,25.91,11.19,1.11,31.45,20.92,79,Satisfactory
30-07-2016,29.12,77.05,8.21,30.77,21.1,15.58,0.89,26.82,41.79,95,Satisfactory
31-07-2016,22.44,68.42,15.19,37.52,29.94,10.37,1.15,30.72,37.79,90,Satisfactory
01-08-2016,23.82,62.12,19.5,34.3,31.25,12.06,1.05,38.43,24.1,105,Moderate
02-08-2016,16.53,44.53,18.54,29.24,28.07,11.49,0.94,46.26,16.92,67,Satisfactory
03-08-2016,18.76,43.55,23.96,29.85,32.4,9.98,1.04,29.69,13.1,73,Satisfactory
04-08-2016,23.64,52.09,22.64,31.32,32.14,11.62,1.1,26.89,13.39,79,Satisfactory
05-08-2016,27.8,82.45,18.95,34.95,31.16,11.67,1.25,32.89,17.76,89,Satisfactory
06-08-2016,24.73,89.99,15.38,33.23,27.66,11.63,1.17,32.63,21.29,95,Satisfactory
07-08-2016,25.74,86.21,13.79,31.69,25.72,7.13,0.96,34.28,25.35,89,Satisfactory
08-08-2016,30.37,92.09,14.75,34.63,27.86,17.47,1.07,27.96,22.94,94,Satisfactory
09-08-2016,36.85,103.97,12.44,43.12,30.27,22.93,1.25,44.65,28.44,103,Moderate
10-08-2016,23.77,96.36,18.46,33.73,30.2,13.62,1.09,37.9,24.9,101,Moderate
11-08-2016,23.39,85.46,10.64,29.54,16.74,13.05,0.64,35.36,29.24,93,Satisfactory
12-08-2016,39.42,107.82,21.52,53,17.44,15.32,0.62,47.11,28.33,85,Satisfactory
13-08-2016,34.14,106.86,12.43,41.82,29.63,13.73,1.18,31.44,36.75,106,Moderate
14-08-2016,28.14,93.6,10.66,34.82,24.89,13.82,1.02,35.15,35.95,101,Moderate
15-08-2016,27.92,78.98,14.5,35.64,28.18,13.08,1.07,35.46,25.98,89,Satisfactory
16-08-2016,25.7,80.46,20.26,39.56,34.38,12.96,1.15,26.2,24.28,83,Satisfactory
17-08-2016,28.17,101.92,17.67,38.75,32.06,11.37,1.03,32.12,28.17,90,Satisfactory
18-08-2016,26.93,102.19,16.38,38.95,31.19,10.95,1.1,39.42,33.16,102,Moderate
19-08-2016,33.79,101.42,10.69,38.88,26.9,12.64,1.11,39.92,47.65,102,Moderate
20-08-2016,33.73,102.06,8.33,33.98,22.76,13.38,1.02,35.43,42.24,102,Moderate
21-08-2016,38.2,107.83,6.13,33.87,21.06,13.87,0.98,31.97,57.54,111,Moderate
22-08-2016,47.01,111.73,8.58,36.96,24.39,13.95,1.17,37.63,49.99,108,Moderate
23-08-2016,31.59,97.97,10.01,33.61,23.78,12.53,0.87,37.4,44.39,102,Moderate
24-08-2016,30.39,89.86,11.86,38.65,29.1,12.71,0.86,38.41,42.86,93,Satisfactory
25-08-2016,30.35,77.62,14.44,35.76,28.26,10.98,0.79,28.78,44.58,87,Satisfactory
26-08-2016,32.44,72.64,17.68,28.77,27.26,12.54,0.64,30.59,41.06,87,Satisfactory
27-08-2016,17.78,63.29,10.06,23.5,18.95,10.75,0.39,28.17,35.82,66,Satisfactory
28-08-2016,9.53,32.93,6.68,12.87,11.25,10.66,0.43,11.18,43.5,63,Satisfactory
29-08-2016,8.91,34.51,6.21,12.77,10.85,9.96,0.41,11.8,41.29,53,Satisfactory
30-08-2016,10.56,35.2,8.47,12.97,12.65,9.48,0.47,12.63,38.43,60,Satisfactory
31-08-2016,26.85,54.03,12.01,27.72,22.46,9.75,0.6,27.67,48.49,77,Satisfactory
01-09-2016,29.45,66.39,12.64,38.84,28.34,8.69,0.8,37.97,41.44,77,Satisfactory
02-09-2016,26.88,74.2,9.94,30.88,22.46,8.49,0.64,36.41,39.52,71,Satisfactory
03-09-2016,26.75,57.16,18.67,32.96,29.98,7.5,0.79,27,19.97,68,Satisfactory
04-09-2016,37.11,57.14,13.96,26.57,23.37,8.45,0.46,21.12,17.67,67,Satisfactory
06-09-2016,42.4,91.61,17.32,35.13,32.18,8.91,0.79,28.26,58.59,102,Moderate
07-09-2016,42.73,94.73,16.83,37.04,30.6,10.34,0.66,24.68,46,101,Moderate
08-09-2016,42.7,101.98,15.86,42.25,32.4,11,0.7,31.11,40.2,98,Satisfactory
09-09-2016,46.08,91.88,12.73,36.83,27.44,12.77,0.69,34.53,40.09,96,Satisfactory
10-09-2016,63.33,98.79,26.4,41.67,39.99,13.62,1.06,30.31,27.79,98,Satisfactory
11-09-2016,52.77,88.89,19.96,39.21,33.93,10.4,0.87,30.83,70.49,160,Moderate
12-09-2016,41.43,79.75,17.8,33.77,29.73,18.81,0.71,31.09,72.47,188,Moderate
13-09-2016,22.89,54.42,16.53,28.03,25.98,17.05,0.59,18.84,27.81,73,Satisfactory
14-09-2016,28.28,55.62,18.71,23.62,25.46,11.15,0.73,15.97,32.27,64,Satisfactory
15-09-2016,13.46,27.95,6.94,14.2,12.09,10.1,0.51,12.08,42.39,71,Satisfactory
16-09-2016,24.93,47.83,9.28,25.39,19.28,9.54,0.58,20.6,37.3,65,Satisfactory
17-09-2016,33.68,71.78,13.95,36.89,28.37,10.65,0.78,35.63,25.04,65,Satisfactory
18-09-2016,39.38,79.07,11.08,36.34,25.96,9.04,0.66,41.44,31.44,86,Satisfactory
19-09-2016,36.02,92.91,20.75,39.78,34.87,7.14,0.58,25.49,57.61,151,Moderate
21-09-2016,13.75,29.45,7.76,14.05,14.1,12.09,0.4,10.11,26.54,49,Good
22-09-2016,12.67,27.2,5.69,8.62,8.45,15.01,0.42,15.35,38.02,55,Satisfactory
23-09-2016,19.93,33.15,10.92,20.31,18.05,11.57,0.94,15.79,35.97,90,Satisfactory
24-09-2016,27.57,55.19,16.3,35.71,29.57,9.9,1.27,19.36,22.13,78,Satisfactory
25-09-2016,23.78,51.23,11.29,26.18,21.16,9.16,1.02,15.03,30.47,85,Satisfactory
26-09-2016,36.71,64.6,26.67,36.36,39.43,8.64,1.3,19,25.59,89,Satisfactory
27-09-2016,62.52,103.15,55.13,56.17,70.43,9.34,1.91,20.52,16.48,108,Moderate
28-09-2016,72.4,118.07,30.97,45.89,46.51,9.35,1.44,11.11,21.68,130,Moderate
29-09-2016,60.73,92.72,24.07,44.06,39.43,12.31,1.28,18.29,25.04,113,Moderate
30-09-2016,54.76,96.82,34.71,50.32,51.48,14.59,1.3,22.54,17.98,104,Moderate
01-10-2016,40.24,72.92,20.02,38.29,35.6,12.82,1.01,16.68,25.81,94,Satisfactory
02-10-2016,71.57,99.21,31.72,43.55,44.87,10.45,1.18,16.61,53.92,132,Moderate
03-10-2016,42.06,113.21,16.29,43.26,34.26,12.73,0.82,29,42.97,133,Moderate
04-10-2016,44.1,93.36,24.07,45.35,41.13,14.02,1.03,24.17,25.85,104,Moderate
05-10-2016,53.43,101.42,24.25,44.43,40.98,15.85,1.03,25.07,20.23,100,Satisfactory
06-10-2016,51.42,94.82,28.9,41.1,44.03,16.59,0.97,17.9,31.39,105,Moderate
07-10-2016,37.61,79.35,27.42,42.34,41.06,16.35,0.76,13.62,19.19,85,Satisfactory
08-10-2016,50.36,102.59,37.53,50.06,53.46,14.86,1.23,20.11,11.78,95,Satisfactory
09-10-2016,43.12,87.66,18.73,42.1,34.46,14.2,0.82,19.9,16.01,97,Satisfactory
10-10-2016,45.73,92.35,23.78,40.62,38.55,14.28,1.06,22.14,26.02,90,Satisfactory
11-10-2016,43.88,83.88,22.09,30.35,31.25,15.63,1.15,11.31,28.35,108,Moderate
14-10-2016,89.96,94,37.46,88.72,71.16,12.63,1.34,17.6,14.47,110,Moderate
18-10-2016,65.83,112.08,18.3,45.39,37.2,16.54,1.1,14.24,47.41,123,Moderate
19-10-2016,66.14,105.53,10.22,50.18,33.13,16.96,1.04,12.48,42.08,121,Moderate
20-10-2016,64.67,112.79,12.26,56.35,37.63,14.86,1.13,15.17,43.97,116,Moderate
21-10-2016,64.92,101.08,18.34,60.75,43.29,14.18,1.23,13.5,33.92,118,Moderate
22-10-2016,66.93,100.71,23.2,68.56,51.78,15.93,1.34,18.09,28.29,122,Moderate
23-10-2016,62.97,103.08,17.85,67.64,46.25,9.58,1.19,26.49,30,109,Moderate
24-10-2016,63.12,103.67,33.73,83.01,60.72,14.34,1.5,33.28,38.47,126,Moderate
25-10-2016,60.85,108.64,26.17,62.1,50.81,18.51,1.29,22.65,39.3,142,Moderate
26-10-2016,63.31,96.76,21.42,67.62,48.9,19.04,1.21,15.88,44.27,110,Moderate
27-10-2016,47.62,101.06,4.61,26.48,17.43,17.51,0.8,12.67,53.25,104,Moderate
28-10-2016,44.65,76.94,7.7,32.65,22.73,18.43,1.01,6.99,53.31,147,Moderate
29-10-2016,44.44,81.9,4.92,25,18.04,14.71,0.86,7.73,26.08,91,Satisfactory
30-10-2016,44.81,74.15,4.97,24.3,15.52,12.08,0.79,14.42,44.42,76,Satisfactory
31-10-2016,58.43,96.69,4.27,29.01,19.39,11.75,0.97,10.38,52.16,89,Satisfactory
01-11-2016,64.91,93.18,9.34,43.66,29.3,10.9,1.06,11.89,38.43,117,Moderate
02-11-2016,37.5,65.46,4.61,19.09,13.81,10.7,0.77,7.61,34.08,82,Satisfactory
03-11-2016,29.34,53.15,5.17,18.55,13.97,10.38,0.77,9.45,36.52,67,Satisfactory
04-11-2016,12.94,30.1,7.27,17.48,13.97,8.39,0.67,5.62,24.79,55,Satisfactory
05-11-2016,18.14,36.89,7.57,21.59,16.19,7.69,0.71,8.4,31.53,56,Satisfactory
06-11-2016,48.11,92.4,13.64,45.09,32.12,8.72,1.05,14.04,38.94,83,Satisfactory
07-11-2016,71.88,112.68,10.83,54.12,35.49,9.21,1.21,12.59,40.8,113,Moderate
08-11-2016,67.16,105.6,24.19,70.94,46.62,10.33,1.46,18.95,34.74,133,Moderate
09-11-2016,63.98,104.47,31.77,71.81,58.66,12.69,1.61,26.27,39.16,114,Moderate
10-11-2016,60.85,101.39,19.14,51.12,32.27,15.22,1.81,32.42,29.42,112,Moderate
11-11-2016,68.5,94,24.41,61.14,49.08,15.74,1.64,19.71,56,114,Moderate
12-11-2016,56,94,16.46,60.94,43,16.97,1.62,19.54,67.32,132,Moderate
13-11-2016,78.65,120.82,3.86,28.57,16.77,15.63,1.2,8.27,80,129,Moderate
14-11-2016,77.51,115.91,3.53,26.66,16.63,14.09,1.15,9.79,75.77,163,Moderate
15-11-2016,68.7,106.53,3.72,26.07,16.54,12.74,1.13,8.59,70.65,150,Moderate
16-11-2016,72.89,108.85,3.44,23.94,15.26,12.01,1.18,10.66,92.13,127,Moderate
17-11-2016,76.4,120.03,3.77,31.02,18.94,11.23,1.14,12.94,97.23,151,Moderate
18-11-2016,71.11,122.95,4.09,33.96,18.8,10.81,1.11,12.68,91.7,148,Moderate
19-11-2016,64.44,113.83,11.55,61.25,38.44,10.06,1.45,17.52,56.33,120,Moderate
20-11-2016,66.78,107.4,15.84,63.11,42.55,10.25,1.53,16.82,56.55,119,Moderate
21-11-2016,66.07,110.91,19.17,68.27,45.92,12.38,1.59,18.76,48.74,125,Moderate
22-11-2016,63.54,100.06,29.12,72.33,50.9,13.21,1.74,22,41.06,116,Moderate
23-11-2016,60.96,109.68,32.81,71.71,57.21,17.92,1.71,22.92,42.1,112,Moderate
24-11-2016,61.68,102.75,27.7,81.21,51.17,19.94,1.6,25.38,40.32,108,Moderate
25-11-2016,61.23,102.48,33.02,85.44,55.92,21.23,1.64,25.54,38.35,109,Moderate
26-11-2016,63.17,96.29,34.01,80.13,65.55,23.54,1.68,40.55,43.78,110,Moderate
27-11-2016,61.53,102.83,21.07,69.96,49.77,21.14,1.58,20.38,53.4,116,Moderate
28-11-2016,68.77,105.94,15.35,63.18,42.25,20.06,1.55,23.3,61.76,125,Moderate
29-11-2016,63.62,103.65,28.1,68.05,49,17.8,1.64,24.5,57.9,121,Moderate
30-11-2016,66.66,99.53,26.05,71.79,54.43,17.33,1.53,21.3,63.94,126,Moderate
01-12-2016,66.92,108.85,3.95,25.19,16.29,14.95,1,11.07,85.63,144,Moderate
02-12-2016,41.55,80.48,5.24,30.56,19.88,12.69,0.99,6.67,58.45,93,Satisfactory
03-12-2016,32.6,67.24,4.72,26.56,17.54,12.21,0.94,8,55.43,82,Satisfactory
04-12-2016,52.58,93.04,3.81,24.96,14.98,13.43,0.98,6.34,88.45,106,Moderate
05-12-2016,74.8,113.48,4.47,30.06,19.03,12.76,1.06,8.32,86.68,131,Moderate
06-12-2016,43.18,77.91,4.38,28.66,18.28,11.01,1,10.04,76.9,113,Moderate
07-12-2016,50.53,64.11,6.98,36.44,22.96,11.29,1.04,27.9,68.2,91,Satisfactory
08-12-2016,64.4,80.16,21.16,58.46,44.28,13.02,1.49,34.58,56.16,105,Moderate
09-12-2016,65.44,102.77,11.34,57.17,37.35,14.36,1.41,37.75,68.11,123,Moderate
10-12-2016,57.84,116.72,4.68,36.03,22.09,12.89,1.19,35.72,91.9,120,Moderate
11-12-2016,46.03,95.57,4.18,20.92,13.28,11.64,1.02,33.88,84.98,113,Moderate
12-12-2016,40.99,71.42,4.2,18.21,13.03,10.59,0.96,34.07,87.04,105,Moderate
13-12-2016,48.07,84.67,3.86,18.08,13.73,10.72,0.96,32.54,93.76,117,Moderate
14-12-2016,62.66,102.67,4.05,22.56,15.08,12.02,1.15,31.35,90.96,107,Moderate
15-12-2016,71.8,117.17,4.18,30.64,19.09,11.53,1.18,31.52,83.67,139,Moderate
16-12-2016,52.28,113.57,8.7,46.05,29.97,9.93,1.14,32.89,61.72,119,Moderate
17-12-2016,69.5,104.08,24.59,65.42,49.38,11.01,1.49,31.48,52.04,119,Moderate
18-12-2016,59.38,107.2,36.33,67.64,59.39,12.79,1.48,18.63,56.03,120,Moderate
19-12-2016,64.2,104.71,25.37,74.72,56.34,14.22,1.55,18.98,56.84,119,Moderate
20-12-2016,61.85,100.85,34.99,77.27,56.04,14.55,1.53,19.86,58.88,122,Moderate
21-12-2016,63.14,99.22,42.75,77.15,65.42,17.05,1.82,23.87,54.52,133,Moderate
22-12-2016,67.26,102.33,36.66,77.47,64.63,17.05,1.84,21.77,51.71,120,Moderate
23-12-2016,65.86,96.71,40.45,71.11,52.61,16.19,1.67,20.15,50.28,124,Moderate
24-12-2016,79.29,123.67,19.87,48.03,37.06,14.96,1.48,18.57,83.35,122,Moderate
25-12-2016,63.52,101.09,50.66,64.9,68.48,16.48,1.63,14.27,46.2,126,Moderate
27-12-2016,66.59,108.45,31.18,53.96,53.86,15.33,1.55,12.91,55.78,133,Moderate
28-12-2016,56,94,4.13,41.25,24.23,18.3,1.52,11,92.97,127,Moderate
29-12-2016,56,94,20.37,57.45,44.24,17.17,1.69,8.02,65.25,116,Moderate
30-12-2016,56,94,29.71,53.1,49.12,15.55,1.67,5.13,65.98,116,Moderate
31-12-2016,71.19,112.65,19.61,55.17,42.59,13.73,1.57,6.8,56.32,107,Moderate
01-01-2017,63.51,97.56,9.2,38.43,25.57,11.49,1.38,1.44,55.05,147,Moderate
02-01-2017,38.25,77.84,4.34,33.05,19.33,11.28,1.1,1.23,49.63,102,Moderate
03-01-2017,62.3,101.33,32.35,42.11,46.79,13.2,1.32,6.48,50.55,98,Satisfactory
04-01-2017,66.77,100.24,14.68,46.67,34.77,15.92,1.39,4.81,64.8,117,Moderate
05-01-2017,68.9,105.73,4.1,29.76,17.58,15.04,1.27,5.03,92.19,121,Moderate
06-01-2017,69.58,123.12,8.34,39.5,26.54,13.31,1.22,7.2,85.63,146,Moderate
07-01-2017,47.15,88.98,28.39,59.46,50.1,12.24,1.41,6.3,54.57,110,Moderate
08-01-2017,57.31,92.42,26.36,51.83,42.99,11.47,1.35,3.42,56.85,108,Moderate
09-01-2017,56.08,95.9,30.36,60.14,51.93,12.74,1.46,6.48,47.06,103,Moderate
10-01-2017,61.58,96.12,37.11,63.83,59.85,13.36,1.5,13.46,39.83,108,Moderate
11-01-2017,55.21,97.03,23.46,52.63,46.57,13.92,1.36,16.88,41.86,102,Moderate
12-01-2017,66.21,107.1,29.48,41.29,42.14,14.6,1.28,7.78,49.79,107,Moderate
13-01-2017,71.24,111.64,4.86,28.97,18.79,15.76,1.21,4.35,76.59,121,Moderate
14-01-2017,73.17,113.17,3.86,18.95,13.18,13.54,0.95,3.3,90.96,144,Moderate
15-01-2017,76.86,123.73,3.89,23.54,15.42,13.1,0.98,4.77,105.22,148,Moderate
16-01-2017,67.81,108.77,10.99,57.83,37.45,13.76,1.42,8.65,64.86,136,Moderate
17-01-2017,68.03,111.45,21.88,68.69,50.86,14.33,1.54,18.4,67.78,137,Moderate
23-01-2017,63.88,114.71,11.79,51.04,32.67,12.48,1.26,8.36,73.47,126,Moderate
24-01-2017,55.47,103.58,23.55,56.26,44.97,14.51,1.31,6.47,55.26,108,Moderate
25-01-2017,68.84,118.21,4.66,30,16.93,14.17,1.05,7.12,94.31,101,Moderate
26-01-2017,82.19,127.59,3.74,25.96,15.4,15.25,1.12,4.77,100.61,173,Moderate
27-01-2017,68.09,106.33,15.05,36.01,29.2,15.4,1.26,6.49,64.59,190,Moderate
28-01-2017,90.15,165.54,53.09,46.57,66.39,12.61,1.57,19.63,40.84,178,Moderate
29-01-2017,68.13,109.16,13.95,23.93,21.48,12.54,0.84,9.77,48.52,183,Moderate
30-01-2017,84.78,144.43,24.92,26.01,30.95,13.7,1.3,10.28,61.69,177,Moderate
31-01-2017,95.17,154.56,20.56,40.05,34.62,13.6,1.26,11.5,42.12,214,Poor
01-02-2017,93.11,149.8,18.12,41.89,36.92,12.94,1.36,9.69,39.06,221,Poor
02-02-2017,64.85,125.5,20.28,30.29,32.47,11.71,0.77,7.15,52.79,158,Moderate
03-02-2017,95.92,172.76,30.03,45.33,48.49,12.74,1.42,10.41,43.94,177,Moderate
04-02-2017,96.96,170.32,36.16,44.16,52.84,12.37,1.87,20.63,32.07,255,Poor
05-02-2017,98.42,191.04,21.82,53.95,44.32,12.88,1.09,17.72,37.53,227,Poor
06-02-2017,90.31,159.65,14.53,50.7,36.97,13.9,1.31,11.52,34.48,214,Poor
07-02-2017,86.33,161.9,10.63,41.98,30.96,13.41,0.95,14.14,38.68,137,Moderate
13-02-2017,47.32,108.45,17.57,29.69,30.07,9.05,0.74,5.12,43.6,118,Moderate
14-02-2017,54.3,122.19,22.18,31.76,34.87,6.86,1.3,4.77,32.83,146,Moderate
15-02-2017,74.8,181.65,40.55,51.11,60.16,9.42,1.57,10.04,39.01,158,Moderate
16-02-2017,103.57,205.91,44.55,67.56,72.12,14.22,1.74,31.92,40.03,219,Poor
17-02-2017,69.93,177.61,26.33,51.53,48.77,11.25,1.5,14.76,37.05,196,Moderate
18-02-2017,90.56,171.09,28.42,50.92,46.29,12.55,1.48,15.12,40.75,191,Moderate
19-02-2017,78.47,143.79,6.54,41.19,27.23,12.33,0.86,17.2,34.93,166,Moderate
20-02-2017,78.02,138.38,12.65,39.22,31.1,11.86,1.27,21.8,29.06,184,Moderate
21-02-2017,61.52,116.64,13.59,34.28,29.23,10.79,1.24,14.93,28.19,158,Moderate
22-02-2017,48.68,110.73,12.59,32.48,27.48,10.06,1.22,20.24,25.74,144,Moderate
23-02-2017,50.3,116.4,15.84,36.34,32.17,10,1.28,25.92,20.73,141,Moderate
24-02-2017,51.17,93.34,10.66,25.74,22.34,10.25,1.01,18.59,28,138,Moderate
25-02-2017,54.92,100.52,11.29,26.63,23.31,10.56,1.18,11.52,36.23,129,Moderate
26-02-2017,72.35,120.28,7.05,26.9,20.04,10.58,0.68,13.36,33.81,122,Moderate
27-02-2017,68,134.8,15.89,33.52,30.71,10.38,1.22,10.82,32.05,160,Moderate
28-02-2017,67.1,124.23,19.87,32.02,33.1,10.23,1.17,10.37,31.9,151,Moderate
01-03-2017,84.69,175.98,31.39,50.97,52.59,10.46,1.41,25.77,46.36,175,Moderate
02-03-2017,72.19,142.93,19.01,47.3,40.53,10.9,0.83,14.73,53.58,151,Moderate
03-03-2017,76.47,174.14,19.99,56.43,46.23,10.42,1.38,15.05,45.82,172,Moderate
04-03-2017,52.09,115.14,11.88,40.5,31.17,9.64,1.16,10.11,34.81,159,Moderate
05-03-2017,29.71,62.1,8.95,26.24,21.24,8.06,0.62,10.14,20.75,86,Satisfactory
06-03-2017,22.3,53.71,22.37,22.88,30.27,8.23,1.01,12.79,15.05,117,Moderate
07-03-2017,24.57,58.88,17.16,18.35,23.66,8.27,1.08,8.84,11.06,118,Moderate
08-03-2017,19.72,42.65,14.08,13.58,18.62,8.15,0.96,4.49,13.87,108,Moderate
09-03-2017,22.26,51.86,17.06,21.42,25.22,7.91,1.05,10.69,13.5,106,Moderate
10-03-2017,26.23,61.07,18.86,20.68,26.28,8.03,0.7,9.99,12.16,62,Satisfactory
11-03-2017,28.4,45.37,16.39,13.13,17.51,17.92,0.72,8.13,17.81,122,Moderate
12-03-2017,45.77,82.12,12.66,15.24,16.52,7.59,0.45,13.53,16.28,67,Satisfactory
13-03-2017,50.47,94.74,19.86,14.84,5.59,8.75,0.92,7.48,26.05,90,Satisfactory
14-03-2017,42.41,78.96,4.08,18.12,12.86,8.36,1.19,3.49,29.83,169,Moderate
15-03-2017,36.17,62.62,18.53,23.85,27.71,8.31,0.83,4.73,17.71,112,Moderate
16-03-2017,36.92,78.56,18.26,23.69,27.4,8.93,0.94,10.12,17.9,114,Moderate
17-03-2017,40.35,85.47,16.28,23.26,25.56,9.15,0.98,10.05,16.28,126,Moderate
18-03-2017,47.45,99.17,13.13,23.88,23.33,9.84,1.02,10.64,17.6,129,Moderate
19-03-2017,51.6,107.27,6.73,23.09,17.76,9.27,0.56,12.14,19.16,106,Moderate
20-03-2017,56.22,109.69,14,24.25,24.23,10.07,1.17,12.52,20.22,147,Moderate
21-03-2017,48.4,84.08,10.83,22.58,20.77,8.84,1,5.62,17.43,136,Moderate
22-03-2017,47.43,92.46,16.78,23.01,25.85,8.9,1.07,8.49,12.91,127,Moderate
23-03-2017,48.72,108.98,16.61,24.53,26.51,8.96,0.72,13.48,14.31,97,Satisfactory
24-03-2017,52.68,123.59,19.18,28.39,29.19,8.47,1.14,21.56,14.58,144,Moderate
25-03-2017,33.5,96.75,4.44,21.75,15.18,8.1,0.56,11.56,15.12,115,Moderate
29-03-2017,30.71,82.42,15.06,15.91,20.71,8.4,1.11,15.93,9.32,94,Satisfactory
30-03-2017,30.48,92.82,21.87,12.79,24.54,8.67,1.68,15.52,9.25,134,Moderate
31-03-2017,30.66,110,25.5,13.76,28,8.66,1.71,19.38,9.29,140,Moderate
01-04-2017,33.98,96.5,19.02,15.38,22.56,8.54,1.55,16.77,9.57,140,Moderate
02-04-2017,32.45,103.49,11.54,16.13,17.96,7.34,1.12,14.92,12.39,106,Moderate
03-04-2017,28.03,75.36,23.69,16.11,26.39,8.58,1.65,14.5,6.85,98,Satisfactory
04-04-2017,30.18,86.28,20.43,15.4,24.75,7.65,1.58,14.6,7.31,128,Moderate
05-04-2017,39.15,96.82,15.51,17.95,21.19,7.8,1.6,14.55,11.03,136,Moderate
06-04-2017,46.38,104.17,18.44,20.15,24.3,9.16,1.74,16.06,13.89,142,Moderate
07-04-2017,45.34,99.45,15.11,18.06,20.8,39.01,1.7,14.11,17.01,152,Moderate
08-04-2017,45.08,98,17,18.38,23.54,9.31,1.71,15.15,16.39,149,Moderate
09-04-2017,30.88,66.79,7.24,17.28,13.92,7.43,0.98,11.21,11.83,94,Satisfactory
11-04-2017,28.6,81.5,11.94,17.27,9.63,13.21,0.9,8.72,11.9,131,Moderate
01-11-2017,47.12,96.39,1.2,0.17,0.17,0.15,1.25,4.36,80.43,149,Moderate
06-11-2017,22.41,48.12,0.92,5.76,1.65,0.12,0.71,5.35,49.78,70,Satisfactory
07-11-2017,28.03,55.26,2.6,4.43,4.45,0.62,0.79,4.23,62.64,94,Satisfactory
08-11-2017,29.4,61.49,5.56,13.63,11.07,0.77,0.75,5.03,68.2,85,Satisfactory
09-11-2017,42.25,81.14,6.16,13.34,12.03,1.17,0.83,6.52,75.27,90,Satisfactory
10-11-2017,54.75,97.61,6.11,2.68,4.18,1.04,0.8,7.43,79.11,99,Satisfactory
11-11-2017,60.62,109.46,6.19,0.38,0.81,1.11,0.85,7.45,109.06,148,Moderate
13-11-2017,33.02,72.5,1.64,19.44,2.73,0.14,0.75,5.84,89.53,130,Moderate
14-11-2017,30.55,54.72,4.37,16.56,12.06,1.38,0.76,3.89,63.31,93,Satisfactory
15-11-2017,13.1,27.08,5.88,14.82,12.59,3.82,0.74,4.74,42.26,85,Satisfactory
16-11-2017,6.48,22.89,7.13,11.61,11.94,1.39,0.74,5.57,29.49,64,Satisfactory
17-11-2017,7.8,18.72,8.16,14.27,14.19,1.13,0.76,5.12,22.19,63,Satisfactory
18-11-2017,10.89,28.9,7.06,10.62,11.36,1.49,0.71,6.13,30.74,58,Satisfactory
19-11-2017,15.12,28.67,1.78,8.23,5.82,1.72,0.63,5.84,31.24,52,Satisfactory
20-11-2017,13.71,28.68,5.91,10.58,10.34,7.27,0.82,6.95,19.47,74,Satisfactory
21-11-2017,38.17,61.47,4.55,8.68,8.28,2.41,0.79,4.93,42.78,62,Satisfactory
22-11-2017,61.5,106.56,4.52,11.39,9.69,2.19,0.91,5.98,75.21,95,Satisfactory
23-11-2017,67.51,130.08,11.25,25.32,22.58,13.3,1.02,8.7,72.79,120,Moderate
24-11-2017,72.41,138.21,8.14,28.02,21.16,8.59,0.93,9.69,110.54,161,Moderate
25-11-2017,69.52,119.5,11.08,30.52,25.13,9.98,0.94,8.78,121.73,174,Moderate
26-11-2017,70,124.86,1.39,31.12,17.64,10.32,0.98,8.23,121.71,175,Moderate
27-11-2017,62.29,125.91,8.62,41.42,28.9,10.87,1.07,7.34,95.86,153,Moderate
28-11-2017,82.35,172.13,14.68,54.91,41.05,11.96,1.05,8.89,76.15,158,Moderate
